acad manag ann,19.241
brain behav immun,19.227
trends cancer,19.161
nucleic acids res,19.16
ieee trans cybern,19.118
nat ecol evol,19.1
nano energy,19.069
q j econ,19.013
kidney int,18.998
nano today,18.962
int j inf manage,18.958
pharmacol rev,18.923
mol neurodegener,18.879
acs cent sci,18.728
neuron,18.688
brit j sport med,18.473
nat struct mol biol,18.361
trends microbiol,18.23
acs nano,18.027
j roy soc med,18
annu rev environ resour,17.909
genome biol,17.906
adv drug deliv rev,17.873
rep prog phys,17.802
annu rev nucl sci,17.727
nat commun,17.694
biotechnol adv,17.681
cytokine growth factor rev,17.66
trends pharmacol sci,17.638
j exp med,17.579
inf fusion,17.564
adv sci,17.521
autoimmun rev,17.39
nat plants,17.352
eur j heart fail,17.349
j extracell vesicles,17.337
hepatology,17.298
hum reprod update,17.179
j photoch photobio c,17.176
diabetes care,17.152
eclinicalmedicine,17.033
nat protoc,17.021
semin cancer biol,17.012
cell rep med,16.988
trends neurosci,16.978
bioact mater,16.874
can med assoc j,16.859
microbiome,16.837
angew chem int ed engl,16.823
renew sustain energy rev,16.799
chem eng j,16.744
jama surg,16.681
alzheimers dement,16.655
ann rev mar sci,16.561
mycosphere,16.525
ieee trans evol comput,16.497
curr probl cardiol,16.464
annu rev pharmacol toxicol,16.459
nat rev urol,16.43
j am chem soc,16.383
am psychol,16.358
mol aspects med,16.337
annu rev earth planet sci,16.304
annu rev microbiol,16.232
nat chem biol,16.174
pers soc psychol rev,16.161
emerg infect dis,16.126
lancet hiv,16.07
jacc cardiovasc imaging,16.051
annu rev med,16.048
j thromb haemost,16.036
trends food sci technol,16.002
acta neuropathol,15.887
biomater res,15.863
adv methods pract psychol sci,15.817
compr rev food sci food saf,15.786
int mater rev,15.75
mater horiz,15.717
nat astron,15.647
acta numer,15.583
annu rev neurosci,15.553
j am acad dermatol,15.487
arthritis rheumatol,15.483
int j antimicrob agents,15.441
small methods,15.367
npj digit med,15.357
protein cell,15.328
biomaterials,15.304
cancer commun,15.283
trends mol med,15.272
genome med,15.266
brain,15.255
ieee signal process mag,15.204
adv colloid interface sci,15.19
fems microbiol rev,15.177
small,15.153
nat prod rep,15.111
j am soc nephrol,14.978
sci adv,14.957
one earth,14.944
econ geogr,14.921
p ieee,14.91
trac-trend anal chem,14.908
j acad mark sci,14.904
acta pharm sin b,14.903
annu rev food sci technol,14.714
allergy,14.71
j strategic inf syst,14.682
am j bioethics,14.676
prog lipid res,14.673
jmir public health surveill,14.557
anal methods accid res,14.556
polym rev (phila pa),14.536
j autoimmun,14.511
j mater chem a,14.511
j clin virol,14.481
phys rev x,14.417
npj regen med,14.404
biol rev camb philos soc,14.35
annu rev ecol evol syst,14.34
acm comput surv,14.324
j allergy clin immun,14.29
rev environ sci biotechnol,14.284
ophthalmology,14.277
trends biochem sci,14.264
annu rev virol,14.263
embo mol med,14.26
ieee trans neural netw learn syst,14.255
j hazard mater,14.224
commun acm,14.065
artif intell,14.05
qjm-int j med,14.04
j pharm anal,14.026
embo j,14.012
brief bioinform,13.994
ieee trans affect comput,13.99
annu rev mater res,13.972
metabolism,13.934
ieee geosci remote sens mag,13.925
asian j psychiatr,13.89
acad manage rev,13.865
remote sens environ,13.85
b world health organ,13.831
med image anal,13.828
annu rev genet,13.826
clin cancer res,13.801
ann surg,13.787
front ecol environ,13.78
resour conserv recycl,13.716
j anxiety disord,13.711
acs catal,13.7
j neurol neurosur ps,13.654
trends environ anal,13.622
environ chem lett,13.615
ieee veh technol mag,13.609
cancer treat rev,13.608
catal rev sci eng,13.6
j energy chem,13.599
adv photonics,13.582
clin gastroenterol hepatol,13.576
j heart lung transplant,13.569
rev educ res,13.551
evid based ment health,13.538
j manage,13.508
energy environ mater,13.443
mol psychiatr,13.437
dev cell,13.417
surf sci rep,13.417
water res,13.4
pharmacol therapeut,13.4
int j surg,13.4
autophagy,13.391
int j comput vis,13.369
mater today nano,13.364
bone res,13.362
jama netw open,13.353
environ int,13.352
annu rev anim biosci,13.341
annu rev cancer biol,13.34
cancer res,13.312
clin microbiol infec,13.31
found trends inf ret,13.286
am j hematol,13.265
plant biotechnol j,13.263
glob chang biol,13.211
j bus ventur,13.139
j am acad child adolesc psychiatry,13.113
cardiovasc res,13.081
ieee j sel areas commun,13.081
j sport health sci,13.077
mol syst biol,13.068
j intern med,13.068
microbiol mol biol rev,13.044
neuro-oncology,13.029
adv fiber mater,12.958
chinese j catal,12.92
mol ther,12.91
j econ lit,12.905
anaesthesia,12.893
genes dev,12.89
leukemia,12.883
tour manag,12.879
curr opin solid state mater sci,12.857
ann tour res,12.853
engineering-prc,12.834
j adv res,12.822
biol psychiat,12.81
age ageing,12.782
green energy environ,12.781
proc natl acad sci u s a,12.779
ieee wirel commun,12.777
med j aust,12.776
j biomed sci,12.771
j natl compr canc netw,12.693
j exp clin cancer res,12.658
biosens bioelectron,12.545
jacc heart fail,12.544
adm sci q,12.529
j immunother cancer,12.469
am sociol rev,12.444
eur j epidemiol,12.434
liver cancer,12.43
prog part nucl phys,12.425
basic res cardiol,12.416
annu rev anal chem (palo alto calif),12.4
med res rev,12.388
neuropsychobiology,12.329
nano lett,12.262
npj comput mater,12.256
ieee trans fuzzy syst,12.253
periodontol 2000,12.239
ecomat,12.213
npj clean water,12.19
clin chem,12.167
exp mol med,12.153
psychiatry clin neurosci,12.145
harv bus rev,12.129
plant cell,12.085
j vocat behav,12.082
j pineal res,12.081
annu rev polit sci (palo alto),12.077
int j infect dis,12.074
cell death differ,12.067
j cachexia sarcopeni,12.063
am j gastroenterol,12.045
earth sci rev,12.038
cancer immunol res,12.02
npj flex electron,12.019
cochrane database syst rev,12.008
cem concr res,11.958
annu rev control robot auton syst,11.943
sports med,11.928
annu rev cell dev biol,11.902
bioresource technol,11.889
physiology,11.846
trends genet,11.821
jnci-j natl cancer i,11.816
jama dermatol,11.816
earth syst sci data,11.815
j magnes alloy,11.813
adv compos hybrid mater,11.806
j appl psychol,11.802
neurology,11.8
ageing res rev,11.788
isprs j photogramm remote sens,11.774
semin immunopathol,11.759
crit rev environ sci technol,11.75
br j anaesth,11.719
j ind inf integr,11.718
nanoscale horiz,11.684
calif manage rev,11.678
j clin microbiol,11.677
persoonia,11.658
ieee trans industr inform,11.648
addit manuf,11.632
perspect psychol sci,11.621
plos med,11.613
theranostics,11.6
adv nutr,11.567
bioscience,11.566
am j public health,11.561
environ sci technol lett,11.558
int j ment health addict,11.555
j adv ceram,11.534
energy convers manag,11.533
food hydrocoll,11.504
wiley interdiscip rev comput mol sci,11.5
ieee trans syst man cybern syst,11.471
j control release,11.467
biochar,11.452
appl energy,11.446
drugs,11.431
biochim biophys acta rev cancer,11.414
sleep med rev,11.401
clin psychol rev,11.397
technovation,11.373
neurol neuroimmunol neuroinflamm,11.36
environ sci technol,11.357
can j agr econ,11.353
appl mech rev,11.345
small struct,11.343
annu rev biomed eng,11.324
compos b eng,11.322
j interact market,11.318
carbon,11.307
prog cardiovasc dis,11.278
ecol lett,11.274
ann neurol,11.274
int j prod econ,11.251
comput ind,11.245
psychiat res,11.225
isme j,11.217
desalination,11.211
crit rev food sci nutr,11.208
ebiomedicine,11.205
comput educ,11.182
crit rev solid state,11.178
eur heart j cardiovasc pharmacother,11.177
acs mater lett,11.17
glob environ change,11.16
bmc med,11.15
brit j surg,11.122
br j dermatol,11.113
mayo clin proc,11.104
j int bus stud,11.103
adv healthc mater,11.092
cell syst,11.091
j nucl med,11.082
jacc cardiovasc interv,11.075
j clean prod,11.072
am j kidney dis,11.072
exerc immunol rev,11.067
biofabrication,11.061
haematologica,11.047
rev med virol,11.043
am j hum genet,11.043
ieee trans image process,11.041
ieee trans med imaging,11.037
environ health perspect,11.035
green chem,11.034
j allergy clin immunol pract,11.022
mater today phys,11.021
ieee trans serv comput,11.019
aging cell,11.005
immunol rev,10.983
acad manage j,10.979
curr for rep,10.975
j bus res,10.969
virtual phys prototyp,10.962
laser photon rev,10.947
psychol methods,10.929
curr biol,10.9
prog neurobiol,10.885
technol forecast soc change,10.884
obes rev,10.867
annu rev phytopathol,10.85
j big data,10.835
clin rev allergy immunol,10.817
bus strategy environ,10.801
redox biol,10.787
clin nucl med,10.782
mater today bio,10.761
npg asia mater,10.761
npj quantum inf,10.758
sci total environ,10.753
int j biol sci,10.75
carbohydr polym,10.723
j physiother,10.714
annu rev control,10.699
sustain cities soc,10.696
am j obstet gynecol,10.693
bioeng transl med,10.684
sustain mater techno,10.681
semin immunol,10.671
brit j psychiat,10.671
angiogenesis,10.658
optica,10.644
acta biomater,10.633
blood rev,10.626
rev aquac,10.618
clin j am soc nephrol,10.614
psychol med,10.592
trends endocrinol metab,10.586
qual res psychol,10.568
bus horiz,10.562
j memb sci,10.53
trends parasitol,10.528
autom constr,10.517
npj 2d mater appl,10.516
popul dev rev,10.515
arterioscler thromb vasc biol,10.514
chem mater,10.508
acm trans intell syst technol,10.489
infect dis poverty,10.485
int j soc psychiatry,10.461
diabetologia,10.46
circ heart fail,10.447
matrix biol,10.447
int j hosp manag,10.427
inflamm regen,10.426
eur urol suppl,10.417
thromb res,10.407
rev fish sci aquac,10.405
global health,10.401
gastrointest endosc,10.396
acs appl mater interfaces,10.383
sci china life sci,10.372
pharmacol res,10.334
prog quantum electron,10.333
int j mach tools manuf,10.331
inform manage-amster,10.328
new phytol,10.323
j mater sci technol,10.319
ann intensive care,10.318
ieee netw,10.294
curr opin biotechnol,10.279
ieee trans smart grid,10.275
j microbiol immunol,10.273
nano res,10.269
swarm evol comput,10.267
chest,10.262
ieee internet things j,10.238
j environ inform,10.22
educ res rev,10.207
clin immunol,10.19
transp rev,10.185
mol ther nucleic acids,10.183
transl res,10.171
stroke,10.17
sci china chem,10.138
adv polym sci,10.125
policy soc,10.104
antivir res,10.103
robot comput integr manuf,10.103
npj precis oncol,10.092
j organ behav,10.079
wiley interdiscip rev clim change,10.072
conserv lett,10.068
comput-aided civ inf,10.066
invest radiol,10.065
eur j nucl med mol i,10.057
j serv res,10.052
adv opt mater,10.05
transport res e-log,10.047
nano converg,10.038
annu rev sociol,10.032
j crohns colitis,10.02
energy strateg rev,10.01
eur j cancer,10.002
cell rep,9.995
environ pollut,9.988
chem sci,9.969
aging dis,9.968
j colloid interface sci,9.965
j econ perspect,9.944
adv virus res,9.938
cem concr compos,9.93
front med,9.927
leadersh q,9.924
chaos solitons fractals,9.922
mater today adv,9.918
jhep rep,9.917
hypertension,9.897
stroke vasc neurol,9.893
j prod innov manage,9.885
transl neurodegener,9.883
j pathol,9.883
compos sci technol,9.879
soc issues policy rev,9.857
financ res lett,9.848
phys life rev,9.833
ecol monogr,9.814
blood cancer j,9.812
ieee comput intell mag,9.809
curr opin food sci,9.8
j power sources,9.794
endoscopy,9.776
cancer lett,9.756
curr clim change rep,9.711
cold spring harb perspect biol,9.708
pediatrics,9.703
immun ageing,9.701
annu rev chem biomol eng,9.7
movement disord,9.698
int j epidemiol,9.685
cell death dis,9.685
lab anim (ny),9.667
neural networks,9.657
photoacoustics,9.656
health psychol rev,9.638
acs sens,9.618
plos biol,9.593
artif intell rev,9.588
j neuroinflammation,9.587
cell biosci,9.584
microbes infect,9.57
eur respir rev,9.553
ieee trans intell transp syst,9.551
adv nano res,9.539
jacc basic transl sci,9.531
aliment pharmacol ther,9.524
sci signal,9.517
j manuf syst,9.498
jci insight,9.484
environ sci nano,9.473
br j pharmacol,9.473
compos part a appl sci manuf,9.463
npj clim atmos sci,9.448
prog nucl magn reson spectrosc,9.447
genome res,9.438
gut microbes,9.434
j nanobiotechnology,9.429
wiley interdiscip rev nanomed nanobiotechnol,9.423
mater des,9.417
npj vaccines,9.399
psychol trauma,9.398
curr opin plant biol,9.396
environ innov soc transit,9.377
j clin anesth,9.375
am j transplant,9.369
water res x,9.365
wiley interdiscip rev rna,9.349
annu rev genomics hum genet,9.34
diabetes,9.337
ultrason sonochem,9.336
annu rev nutr,9.323
ieee t software eng,9.322
res synth methods,9.308
rev endocr metab disord,9.306
npj parkinsons dis,9.304
obesity,9.298
crit care med,9.296
asian j pharm sci,9.273
adv agron,9.265
mater today energy,9.257
cancer metastasis rev,9.237
ieee trans knowl data eng,9.235
food chem,9.231
j eur acad dermatol venereol,9.228
acs sustain chem eng,9.224
sens actuators b chem,9.221
pulmonology,9.216
acta mater,9.209
cell mol life sci,9.207
astrophys j suppl ser,9.2
trans assoc comput linguist,9.194
world j pediatr,9.186
phys rev lett,9.185
brain stimul,9.184
sol rrl,9.173
syst biol,9.16
chemsuschem,9.14
telemat inform,9.14
sep purif technol,9.136
eur heart j cardiovasc imaging,9.13
bull am meteorol soc,9.116
part fibre toxicol,9.112
j integr plant biol,9.106
thorax,9.102
biosci trends,9.083
br j cancer,9.075
embo rep,9.071
crit rev biotechnol,9.062
neurosci biobehav rev,9.052
health affair,9.048
microbiol spectr,9.043
cell chem biol,9.039
ieee commun mag,9.03
hepatol int,9.029
glob food secur-agr,9.027
transport res c-emer,9.022
int j prod res,9.018
polit anal,9.015
mass spectrom rev,9.011
eur j inf syst,9.011
one health,9
int j intell syst,8.993
anesthesiology,8.986
curr opin chem biol,8.972
jama otolaryngol head neck surg,8.961
comput human behav,8.957
cardiovasc diabetol,8.949
j hosp infect,8.944
space sci rev,8.943
chemosphere,8.943
prog aerosp sci,8.934
mech syst signal process,8.934
opto-electron adv,8.933
j travel res,8.933
j dent res,8.924
sustain prod consum,8.921
int j behav nutr phys act,8.915
compr physiol,8.915
j environ manage,8.91
j energy storage,8.907
top curr chem,8.905
genet med,8.864
energy,8.857
adv mater technol,8.856
earths future,8.852
curr opin green sustain chem,8.843
j king saud univ-com,8.839
epma j,8.836
expo health,8.835
metab eng,8.829
alzheimers res ther,8.823
waste manage,8.816
biol sex differ,8.811
astrophys j lett,8.811
mol biol evol,8.8
cell mol gastroenterol hepatol,8.797
front immunol,8.786
ann am thorac soc,8.785
hla,8.762
comput sci rev,8.757
oncogene,8.756
cell prolif,8.755
liver int,8.754
food packag shelf life,8.749
rev chem eng,8.742
big data soc,8.731
ann acad med singap,8.713
elife,8.713
ieee trans eng manag,8.702
cell mol biol lett,8.702
mucosal immunol,8.701
crit rev biochem mol biol,8.697
njas-wagen j life sc,8.69
mater chem front,8.683
new astron rev,8.682
am j obstet gynecol mfm,8.679
mol ecol resour,8.678
ultrasound obstet gynecol,8.678
omega-int j manage s,8.673
expert syst appl,8.665
appl mater today,8.663
sci china mater,8.64
columbia j world bus,8.635
renew energy,8.634
biomark res,8.633
j stroke,8.632
plant commun,8.625
br j haematol,8.615
j consum res,8.612
int j transgend,8.606
exp hematol oncol,8.593
internet high educ,8.591
circ cardiovasc imaging,8.589
j materiomics,8.589
j headache pain,8.588
j neurointerv surg,8.572
mol metab,8.568
lancet reg health west pac,8.559
clin transl med,8.554
soil biol biochem,8.546
j clin immunol,8.542
eur j prev cardiol,8.526
adv phys x,8.526
pattern recogn,8.518
mater res lett,8.516
energy res soc sci,8.514
mis q,8.513
limnol oceanogr lett,8.507
sci data,8.501
int j plast,8.5
clin chem lab med,8.49
prog photovolt,8.49
gov inf q,8.49
j cheminform,8.489
am j clin nutr,8.472
j adv model earth syst,8.469
corp soc responsib environ manag,8.464
npj biofilms microbiomes,8.462
j pers soc psychol,8.46
mater sci eng c mater biol appl,8.457
chin chem lett,8.455
j transl med,8.44
rev mineral geochem,8.438
environ res,8.431
jacc cardiooncol,8.422
rev financ stud,8.414
breast cancer res,8.408
prog solid state ch,8.389
curr opin cell biol,8.386
veh commun,8.373
drug discov today,8.369
dev rev,8.361
ieee ind electron m,8.36
ieee trans wirel commun,8.346
clin mol hepatol,8.337
methods ecol evol,8.335
front neuroendocrinol,8.333
am stat,8.325
arch med res,8.323
j co2 util,8.321
ieee trans sustain energy,8.31
nanoscale,8.307
hemasphere,8.3
neuropsychopharmacol,8.294
circ cardiovasc qual outcomes,8.271
j child psychol psychiatry,8.265
hepatobiliary surg nutr,8.265
appl soft comput,8.263
j public econ,8.262
diabetes metab,8.254
jama ophthalmol,8.253
dtsch arztebl int,8.251
organ res methods,8.247
psychol rev,8.247
educ psychol rev,8.24
j financ econ,8.238
inform sciences,8.233
resour policy,8.222
j behav exp finance,8.222
curr opin colloid interface sci,8.209
mod pathol,8.209
educ psychol,8.209
eur urol oncol,8.208
j mol cell biol,8.185
j investig allergol clin immunol,8.185
ieee trans multimedia,8.182
diabetes res clin pract,8.18
arch comput methods eng,8.171
world j emerg surg,8.165
ieee trans ind electron,8.162
nutr res rev,8.146
public adm rev,8.144
j manuf technol mana,8.144
knowl based syst,8.139
fuel process technol,8.129
expert opin drug deliv,8.129
diabetes metab res rev,8.128
depress anxiety,8.128
ieee trans geosci remote sens,8.125
landsc urban plan,8.119
free radical bio med,8.101
br j health psychol,8.101
curr pollut rep,8.097
eng comput,8.083
curr psychiatry rep,8.081
stem cell res ther,8.079
j cell biol,8.077
glia,8.073
vet q,8.071
j toxicol environ health b crit rev,8.071
acad manag perspect,8.069
j mater chem c,8.067
math program comput,8.059
bmj glob health,8.056
trends cardiovasc med,8.049
am polit sci rev,8.048
j catal,8.047
int bus rev,8.047
commun methods meas,8.044
ima fungus,8.044
j med chem,8.039
fuel,8.035
int j biol macromol,8.025
curr obes rep,8.023
food sci hum well,8.022
int j radiat oncol,8.013
anal chem,8.008
microsyst nanoeng,8.006
plant physiol,8.005
j nanostructure chem,8
j biomed inform,8
am j geriatr psychiatry,7.996
transl psychiatry,7.989
caai trans intell technol,7.985
j environ chem eng,7.968
am econ j appl econ,7.966
surv geophys,7.965
curr opin environ sustain,7.964
implement sci,7.96
plant cell environ,7.947
j am med inform assn,7.942
j tissue eng,7.94
pain,7.926
process saf environ prot,7.926
nanophotonics,7.923
cancer nanotechnol,7.917
annu rev stat appl,7.917
j finance,7.915
brookings pap econ act,7.914
rev environ contam toxicol,7.9
biomed j,7.892
sep purif rev,7.889
epilepsy curr,7.872
curr dir psychol sci,7.867
adv eng inform,7.862
ieee-caa j automatic,7.847
acad med,7.84
public pers manage,7.833
rev econ stud,7.833
agron sustain dev,7.832
cell rep phys sci,7.832
j adolesc health,7.83
long range plann,7.825
sci technol adv mater,7.821
epidemiol psychiatr sci,7.818
strateg manag j,7.815
j am med dir assoc,7.802
eng appl artif intell,7.802
curr opin struct biol,7.786
mbio,7.786
soft robot,7.784
inorg chem front,7.779
histopathology,7.778
comput linguist,7.778
j behav addict,7.772
weather clim extrem,7.761
j infect dis,7.759
environ technol innov,7.758
eur j intern med,7.749
am j respir cell mol biol,7.748
annu rev vis sci,7.745
biodrugs,7.744
phytochem rev,7.741
acta psychiat scand,7.734
int j electron comm,7.73
eurointervention,7.728
oncoimmunology,7.723
j am soc echocardiogr,7.722
crit rev clin lab sci,7.721
corros sci,7.72
circ arrhythm electrophysiol,7.718
biol proced online,7.717
curr neuropharmacol,7.708
j occup health psychol,7.707
gastric cancer,7.701
ieee j sel top signal process,7.695
constr build mater,7.693
compos commun,7.685
antioxidants-basel,7.675
int j appl earth obs geoinf,7.672
int j min sci technol,7.67
biotechnol biofuels,7.67
cells-basel,7.666
j glob health,7.664
curr opin electrochem,7.664
gigascience,7.658
stem cells transl med,7.655
alcohol res,7.654
j environ psychol,7.649
med educ,7.647
clin nutr,7.643
blood adv,7.637
biol res,7.634
adv electron mater,7.633
sustain energy techn,7.632
transport res b-meth,7.632
comput concrete,7.628
obstet gynecol,7.623
expert rev mol med,7.615
mater today chem,7.613
brain pathol,7.611
int j educ technol high educ,7.611
tour manag perspect,7.608
prog hum geogr,7.602
j urology,7.6
qual res sport exerc health,7.591
j invest dermatol,7.59
biomater sci-uk,7.59
gen hosp psychiat,7.587
curr opin microbiol,7.584
j manag inf syst,7.582
geroscience,7.581
acta neuropathol commun,7.578
energy policy,7.576
fam bus rev,7.575
j netw comput appl,7.574
j mater chem b,7.571
conserv biol,7.563
wiley interdiscip rev data min knowl discov,7.558
j am geriatr soc,7.538
j infect public health,7.537
j phys-energy,7.528
cell commun signal,7.525
acta physiol,7.523
appl psychol health well being,7.521
j intensive care,7.52
npj breast cancer,7.519
lab chip,7.517
circ cardiovasc interv,7.514
j abnorm psychol,7.507
osteoarthritis cartilage,7.507
rev physiol bioch p,7.5
people nat (hoboken),7.5
semin cell dev biol,7.499
biol conserv,7.497
child adolesc psychiatry ment health,7.494
prog theor exp phys,7.492
fertil steril,7.49
geosci front,7.483
int soil water conse,7.481
allergol int,7.478
int rev phys chem,7.478
j clin periodontol,7.478
antioxid redox signal,7.468
inf process manag,7.466
circ genom precis med,7.465
plos pathog,7.464
russ chem rev+,7.46
infection,7.455
mol oncol,7.449
q rev biophys,7.44
j comput mediat commun,7.432
wires water,7.428
food res int,7.425
int rev sport exerc psychol,7.423
geoderma,7.422
int j bioprint,7.422
comput med imaging graph,7.422
biomed pharmacother,7.419
bmj qual saf,7.418
clin child fam psychol rev,7.41
j clin epidemiol,7.407
acm trans graph,7.403
fish fish (oxf),7.401
int j hyg environ health,7.401
j organ end user comput,7.4
neuroimage,7.4
appl surf sci,7.392
crit rev microbiol,7.391
j sci-adv mater dev,7.382
mol cell proteomics,7.381
tissue eng part b rev,7.376
soil tillage res,7.366
heart,7.365
bmc biol,7.364
work stress,7.358
schizophr bull,7.348
emot rev,7.345
j water process eng,7.34
diabetes technol ther,7.337
electrochim acta,7.336
bjog,7.331
ieee trans power syst,7.326
msystems,7.324
int j cancer,7.316
oxid med cell longev,7.31
future gener comp sy,7.307
sol energy mater sol cells,7.305
adv intell syst,7.298
j exp bot,7.298
stem cell reports,7.294
hortic res,7.291
commun earth environ,7.29
inflamm bowel dis,7.29
wiley interdiscip rev syst biol med,7.288
j neuroimmune pharmacol,7.285
j cosmol astropart phys,7.28
sci china inform sci,7.275
curr opin immunol,7.268
adv exp soc psychol,7.263
clin epigenetics,7.259
essays biochem,7.258
addiction,7.256
photonics res,7.254
reliab eng syst saf,7.247
mater today sustain,7.244
genes dis,7.243
diagn interv imag,7.242
ann agric sci,7.241
siam rev soc ind appl math,7.24
q j r meteorol soc,7.237
neuroscientist,7.235
ieee t inf foren sec,7.231
clin psychol sci,7.216
immunology,7.215
z med phys,7.215
commun chem,7.211
compr psychiatry,7.211
j ind ecol,7.202
energy build,7.201
monogr soc res child dev,7.2
atmos chem phys,7.197
sustain sci,7.196
int psychogeriatr,7.191
sol energy,7.188
nephrol dial transpl,7.186
comput ind eng,7.18
int secur,7.179
biol direct,7.173
acta pharmacol sin,7.169
resp res,7.162
eur psychiatry,7.156
int j eng sci,7.155
j build eng,7.144
asian pac j allergy immunol,7.143
neurobiol stress,7.142
food secur,7.141
int j hydrogen energy,7.139
j intell manuf,7.136
hum reprod open,7.13
ecotoxicol environ saf,7.129
open biol,7.124
environ health-glob,7.123
curr opin virol,7.121
j innate immun,7.111
prog surf sci,7.111
korean j radiol,7.109
cell death discov,7.109
innov food sci emerg technol,7.104
manuf serv oper manag,7.103
phys eng sci med,7.099
int j consum stud,7.096
build environ,7.093
plant j,7.091
eur j med chem,7.088
j aging soc policy,7.084
acs photonics,7.077
meat sci,7.077
j med internet res,7.076
ieee rev biomed eng,7.073
curr opin neurobiol,7.07
eur heart j qual care clin outcomes,7.064
cell oncol,7.051
expert opin drug discov,7.05
rev environ econ policy,7.048
rheumatology,7.046
neurobiol dis,7.046
transport res d-tr e,7.041
cns neurosci ther,7.035
eur radiol,7.034
int j nanomedicine,7.033
comput methods programs biomed,7.027
anaesth crit care pa,7.025
int j forecast,7.022
ieee j biomed health inform,7.021
acs macro lett,7.015
